brand,model,screen_size,color,harddisk,cpu,ram(GB),OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,currency_symbol,harddisk_new_GB
dell,Inspiron 5620 Laptop,16.0,"Gray, Platinum Silver",1000 GB,Core i7,32,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1020.33,$,1000.0
hp,17-cn0003dx,17.0,Silver,1000 GB,Intel Core i3,32,Windows 11,,Integrated,Intel,,4.0,619.99,$,1000.0
lenovo,e15,13.0,Black,256 GB,8032,8,Windows 10 Pro,Anti-glare,Integrated,,,4.5,799.0,$,256.0
dell,XPS 13 9315,13.0,Sky,1 TB,Core i7,32,Windows 11 Pro,"Backlit Kb,Fingerprint",Integrated,,,2.8,1126.85,$,1024.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
lenovo,82XQ001GUS,15.0,,256 GB,AMD Ryzen 3 2300X,8,Windows 11 Home,,Integrated,AMD Radeon 610M,2.4 GHz,5.0,499.0,$,256.0
lenovo,Lenovo ideapad Flex 5,14.0,Graphite Grey,256 GB,Ryzen 5 5500U,16,Windows 11,Fingerprint reader,Integrated,,,4.4,622.04,$,256.0
dell,Latitude,15.0,,256 GB,Core i5,8,Windows 11 Pro,Anti-glare Screen,Integrated,Intel,,5.0,748.47,$,256.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
asus,ASUS ZenBook Pro Duo 15,15.0,,1 TB,Core i7,16,,Nanoedge,RTX 3070Ti,NVIDIA GeForce RTX 3070,4.7 GHz,4.4,2499.99,$,1024.0
dell,XPS 13 9320,13.0,Platinum,1 TB,Core i7,16,Windows 11 Pro,"Backlit Kb,Fingerprint",Integrated,,,5.0,1305.17,$,1024.0
razer,Blade 15,15.0,Black with illuminated Razer Logo,1 TB,Intel Core i7 12800H,16,Windows 11 Home,Anti Glare Coating,RTX 3070 Ti,,,4.2,1659.68,$,1024.0
hp,HP Notebook 15-dy1731ms,15.0,Silver,128 GB,Intel Core i3,8,Windows 10,Stereo Speakers,Integrated,,,4.5,377.0,$,128.0
lenovo,Newest Flagship Lenovo Chromebook,14.0,Abyss Blue,64 GB,Cortex,4,Chrome OS,,Integrated,Integrated ARM Mali-G52 2EE MC2 GPU,,4.2,299.0,$,64.0
dell,Latitude 5530,15.0,Grey,1 TB,Core i5 Family,32,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,5.0,939.99,$,1024.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
acer,AN16-41-R5KC,16.0,Black,1 TB,Ryzen 9,16,Windows 11 Home,"Backlit Keyboard, Memory Card Slot",Dedicated,,,5.0,1649.99,$,1024.0
asus,Zephyrus Duo,16.0,Black,2 TB,Ryzen 9,32,Windows 11 Pro,Anti Glare Coating,Dedicated,,,3.5,3849.99,$,2048.0
asus,ASUS Laptop L210,11.0,Star Black,64 GB,Celeron,4,Windows 11 S,,Integrated,,2.8 GHz,4.0,252.54,$,64.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
hp,Pavilion X360,14.0,Gold,256 GB,Core i5-1130G7,8,Windows 11 Home,Fingerprint Reader,Integrated,,,4.6,499.99,$,256.0
lg,16Z90Q-R.AAS8U1,16.0,Gray,1 TB,Core i7,16,Windows 11 Home,,RTX2050,Intel Iris Xe Graphics,,4.5,1612.99,$,1024.0
samsung,Samsung Chromebook,12.0,Light Titan,32 GB,Celeron,4,Chrome OS,Pen,Integrated,,,4.5,447.95,$,32.0
lenovo,IdeaPad,15.0,Grey,1 TB,Core i3,20,Windows 11 Home,Numeric Keypad,Integrated,,,4.4,487.0,$,1024.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
hp,6M0Z7UA#ABA,15.0,,512 GB,Intel Core i5-1135G7,16,Windows 11 Home,,Integrated,,2.4 GHz,4.3,520.0,$,512.0
lg,17Z90R-K.AAB8U1,17.0,Black,1 TB,Intel Core i7,16,Windows 11 Home,Anti-glare,Integrated,,,4.0,1399.99,$,1024.0
dell,Latitude,15.0,,512 GB,Core i7,16,Windows 11 Pro,Information Not Available,Integrated,,,5.0,1428.96,$,512.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
dell,Alienware X15 R2 Laptop,15.0,Lunar Light,512 GB,Core i7,16,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3060,,,1749.33,$,512.0
hp,HP Pavilion x360,14.0,Silver,512 GB,Core i5,8,Windows 11 Home,"Fingerprint Reader, Backlit Keyboard",Integrated,,,4.2,608.0,$,512.0
lg,16Z90R-A.ADB9U1,16.0,Black,2 TB,Intel Core i7,32,Windows 11 Home,Anti-glare,Dedicated,,,4.1,1896.99,$,2048.0
asus,TUF Gaming F15,15.0,Black,512 GB,Core i5,16,Windows 11 Home,,Dedicated,,4.5 GHz,4.3,999.0,$,512.0
asus,Vivobook,14.0,Grey,256 GB,Core i3,8,Windows 11,Backlit Keyboard,Intel UHD Graphics,,,4.4,357.5,$,256.0
msi,Pulse GL66,15.0,Black,512 GB,Core i7,16,Windows 11 Home,Anti Glare Coating,Integrated,,,4.5,1465.8,$,512.0
lg,16Z90RS-K.AAW7U1,16.0,White,1 TB,Intel Core i7,16,Windows 11 Home,,Integrated,,5 GHz,2.9,1799.0,$,1024.0
dell,Inspiron,15.0,Black,1000 GB,Intel Core i7,32,Windows 11,"Memory Card Slot, Numeric Keypad",Integrated,,,,949.99,$,1000.0
hp,Chromebook,14.0,Mineral Silver,32 GB,Celeron N,4,Chrome OS,Stereo Speakers,Integrated,,,4.5,150.0,$,32.0
lg,14Z90RS-K.ADW9U1,14.0,Dynamic White,1 TB,Intel Core i7,32,Windows 11 Home,,Integrated,,5 GHz,4.2,1796.99,$,1024.0
msi,Pulse 15 B13VGK-1262US,15.0,Black,1 TB,Core i7,32,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 4070,,,1697.23,$,1024.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
dell,Alienware m15 R5 Ryzen Edition Laptop,15.0,Dark Side of the Moon,512 GB,AMD Ryzen 7,16,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3060,,,4.0,1497.99,$,512.0
asus,Vivobook S 14 Flip OLED,14.0,Blue,1 TB,Ryzen 7 5800H,16,Windows 11 Home,"HD Audio, Fingerprint Reader, Backlit Keyboard, Support Stylus",Integrated,,,4.1,1099.99,$,1024.0
hp,HP Victus,15.0,Mica Silver,512 GB,Ryzen 5,16,Windows 11 Home,"144Hz Refresh Rate, Backlit Keyboard",GeForce RTX 2050,,,3.4,699.0,$,512.0
hp,HP,14.0,Ash Gray,64 GB,Celeron,4,Chrome OS,Numeric Keypad,Integrated,,,4.1,239.0,$,64.0
microsoft,Surface Laptop 4,13.0,,512 GB,Core i7,16,Windows 10 Pro,Backlit Keyboard,Integrated,Intel Iris Xe Graphics,,5.0,1198.99,$,512.0
lenovo,,14.0,,512 GB,Core i5,16,Windows 11 Home,"Backlit Keyboard,Fingerprint Reader,Stylus Pen",Integrated,Intel Iris Xe Graphics,1.3 GHz,3.8,689.0,$,512.0
dell,Latitude 7000,13.0,,512 GB,Core i5,16,Windows 11,"Anti-reflection, Anti-smudge, Anti-glare Screen",Iris Xe Graphics,Intel Iris Xe Graphics,,4.6,1680.56,$,512.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
asus,Asus,14.0,Black,64 GB,Celeron,4,Windows 10,Stereo Speakers,Integrated,,,4.2,129.99,$,64.0
acer,SFX14-51G-71Y1,14.0,Green,512 GB,Intel Core i7,16,Windows 11 Home,Backlit Keyboard,Dedicated,,,4.2,886.37,$,512.0
hp,Elitebook 840 G3,14.0,Silver,256 GB,Athlon,8,Windows 10 Pro,Speakers,Integrated,,,4.0,159.99,$,256.0
hp,HP Pavilion,15.0,Horizon Blue,1 TB,AMD Ryzen 7,32,Windows 11,,AMD Radeon Graphics,AMD Radeon Graphics,,4.1,732.0,$,1024.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
lenovo,Lenovo Ideapad 3,15.0,Platinum Grey,128 GB,Celeron N4000,4,Windows 10 Home,HD,Integrated,,,4.1,185.95,$,128.0
acer,CB314-1H-C884,14.0,Blue,64 GB,Celeron N,4,Chrome OS,,Integrated,Intel,,4.4,204.0,$,64.0
acer,A517-52-75N6,17.0,Silver,512 GB,Intel Core i7,16,Windows,Fingerprint Reader,Integrated,,,4.0,699.99,$,512.0
lenovo,Ideapad 3i,15.0,Gray,512 GB,Intel Core i5-1135G7,8,Windows 11,HD,Integrated,,,,485.0,$,512.0
dell,Latitude,15.0,,512 GB,Core i7,16,Windows 11 Pro,Information Not Available,Integrated,,,,1499.99,$,512.0
asus,TP470EA-AS34T,14.0,Indie Black,128 GB,Core i3,4,Windows 10 S,Fingerprint Reader,Integrated,,,4.3,460.48,$,128.0
lg,LG Gram,17.0,,512 GB,Core i7,16,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics eligible Integrated,3.7 GHz,,1199.0,$,512.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
lenovo,,16.0,,1 TB,Intel Core i7,16,Windows 11 Home,"Backlit Keyboard,Fingerprint",Integrated,Intel Iris Xe Graphics,4.7 GHz,4.8,849.0,$,1024.0
lenovo,ideapad,14.0,Gray,64 GB,Celeron N4020,4,Windows 11,,Integrated,Intel,,4.2,220.69,$,64.0
acer,AN16-41-R1WE,16.0,Black,512 GB,AMD Ryzen 7,16,Windows 11 Home,"Backlit Keyboard, Memory Card Slot",Dedicated,,,5.0,1241.46,$,512.0
lenovo,ideapad3i-14-i5,14.0,Platinum Gray,512 GB,Core i5-10210U,8,Windows 11 Home,Narrow Bezel,Integrated,,,4.2,443.0,$,512.0
hp,"2023 Newest HP 14"" Chromebook",14.0,Modern Gray,64 GB,Celeron N,4,Chrome OS,,Integrated,Intel UHD Graphics 600,,4.2,225.0,$,64.0
panasonic,Panasonic Toughbook,14.0,Silver/Black,1 TB,Core i5,16,Windows 10,"Spill-resistant,Stereo",Integrated,,,3.6,655.96,$,1024.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
dell,Inspiron,15.0,,1 TB,Core i5,32,Windows 11 Pro,,Integrated,Intel UHD Graphics,2.4 GHz,5.0,689.65,$,1024.0
asus,"17.3"" Chromebook",17.0,Transparent Silver,64 GB,Pentium Other,4,Chrome OS,"Chiclet Keyboard, 1.5mm Key-travel , camera",Integrated,,,4.0,246.0,$,64.0
lenovo,Slim 7 82VB,16.0,Storm Grey,4 TB,Core i7 Family,32,Windows 11 Pro,"HD Audio, Backlit Keyboard, Memory Card Slot, Numeric Keypad",Dedicated,,,,1949.0,$,4096.0
hp,EliteBook 655 G9,15.0,,512 GB,Ryzen 5,16,Windows 10 Pro,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,,5.0,1137.02,$,512.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
asus,CXB170CK,17.0,Silver,64 GB,Celeron,4,Chrome OS,Anti-glare,Integrated,,,4.5,247.36,$,64.0
acer,AN515-58-725A,15.0,Black,512 GB,Core i7,16,Windows 11 Home,Anti Glare Coating,Dedicated,,,4.6,1199.0,$,512.0
acer,Acer Aspire 3,15.0,Blue,512 GB,Ryzen 5,8,Windows 11 Home,,Integrated,AMD Radeon,,4.3,450.0,$,512.0
asus,S5402ZA-IS74,14.0,,512 GB,Core i7,12,Windows 11 Home,Anti-glare,Integrated,,2.3 GHz,3.8,689.49,$,512.0
asus,Rog Strix Scar G533Z,15.0,Off Black,4 TB,Intel Core i9,64,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,2819.0,$,4096.0
asus,VivoBook S15,15.0,Indie Black,512 GB,Intel Core i7-1165G7,16,Windows 11,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot, Anti Glare Coating",Integrated,,,5.0,901.56,$,512.0
asus,VivoBook Pro 16,16.0,Quiet Blue,512 GB,Core i9,16,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4060,,4.0,1399.99,$,512.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
asus,ASUS Chromebook Flip CX3,14.0,AI Blue,512 GB,Intel Core i7,16,Chrome OS,"Backlit Keyboard,Stylus",Integrated,,,3.9,979.99,$,512.0
asus,VivoBook Pro 15,15.0,Blue,512 GB,Intel Core i7,16,Windows 11 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,,5.0,1259.99,$,512.0
samsung,Galaxy Book Go,14.0,Silver,128 GB,Snapdragon,4,Windows 11 Home,Anti Glare Coating,Integrated,,,4.3,345.0,$,128.0
msi,Summit E16Flip A13VFT-060US,16.0,Ink Black,2 TB,Core i7,32,Windows 11 Pro,Pen,Dedicated,,,,2198.99,$,2048.0
panasonic,CF-31 MK5,13.0,Silver/Black,240 GB,Core i5 5300U,8,Windows 10,Anti-glare,Integrated,,,4.1,420.0,$,240.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
dell,Latitude 5000,14.0,Gray,512 GB,Core i7,16,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,4.8,1658.99,$,512.0
toughbook,Panasonic Toughbook,13.0,Silver,256 GB,Core i5 7200U,16,Windows 10 Pro,Backlit Keyboard,Integrated,,,4.8,1550.99,$,256.0
hp,HP ProBook,11.0,,128 GB,Celeron,4,Windows 10 Pro,,Integrated,Intel UHD Graphics 600,,4.1,245.0,$,128.0
asus,VivoBook Pro 16,16.0,Quiet Blue,1 TB,Core i9,16,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4060,,3.0,1646.99,$,1024.0
dell,Latitude,15.0,,512 GB,Core i7,16,Windows 11 Pro,Anti-glare Screen,Integrated,Intel,,,1109.18,$,512.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
lenovo,"Lenovo Ideapad 1 (14"", intel)",14.0,Ice Blue,64 GB,Celeron N4020,4,Windows 11,Anti-glare Screen,Integrated,,,4.2,195.0,$,64.0
hp,1A1L3UA,15.0,,1 TB,Ryzen 3 3250U,4,Windows 10 Home,HD Audio,Integrated,AMD Radeon Graphics,,3.8,269.0,$,1024.0
dell,Latitude 5530 Laptop,15.0,Black,512 GB,Core i7,16,Windows 11 Pro,Backlit Keyboard,Integrated,,,5.0,1349.99,$,512.0
dell,Latitude 3000,14.0,Black,256 GB,Core i5 Family,8,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,3.9,835.85,$,256.0
asus,ASUS Chromebook,12.0,Mineral Gray,32 GB,MediaTek MT8183,4,Chrome OS,,Integrated,Mali-G72 MP3,,4.2,278.97,$,32.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
dell,XPS 15 9520,15.0,,512 GB,Core i7,16,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3050,,4.8,1576.57,$,512.0
dell,Precision 7000,16.0,,512 GB,Core i7,32,Windows 11 Pro,Anti-glare Screen,RTX A1000,NVIDIA RTX A1000,,,2549.0,$,512.0
gigabyte,AORUS 17X AZF-C5US665SP,17.0,Black,2 TB,Core i9,32,Windows 11 Pro,Backlit Keyboard,Dedicated,,,5.0,3499.99,$,2048.0
hp,,14.0,Gold,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,2.4 GHz,3.3,729.99,$,1000.0
lenovo,"Lenovo Ideapad Gaming 3i 15""",15.0,Gray,512 GB,Core i7,8,Windows 11 Home,Anti Glare Coating,Dedicated,,,4.3,934.0,$,512.0
acer,Acer 315,15.0,Pure Silver,64 GB,1.2GHz Cortex A8 Processor,4,Chrome OS,,Integrated,Intel UHD Graphics 600,,4.3,129.99,$,64.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
lenovo,,13.0,Gray,64 GB,Others,4,Chrome OS,Stylus,Integrated,Integrated Card,,4.2,469.99,$,64.0
acer,Nitro 5,17.0,RGB Backlit,2 TB,Core i5,32,Windows 11 Home,Backlit Kb,Dedicated,,,4.5,1259.0,$,2048.0
asus,Rog Strix Scar G533Z,15.0,Off Black,1 TB,Intel Core i9,32,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,2299.0,$,1024.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
dell,Latitude Rugged 5430 Laptop,14.0,Silver,1000 GB,Core i5,32,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,2023.03,$,1000.0
apple,MacBook Air,13.0,,256 GB,,8,Mac OS,,Integrated,,,4.0,1068.99,$,256.0
asus,Chromebook C423,14.0,Silver,64 GB,Celeron N,4,Chrome OS,"Anti-glare,Ultra-narrow Bezel",Integrated,,,4.9,283.55,$,64.0
panasonic,CF-53 MK4,14.0,Silver/Black,1 TB,Core i5 4310M,16,Windows 10 Pro,Spill-resistant,Integrated,,,3.6,658.94,$,1024.0
alienware,Alienware m15 R7,15.0,Black,512 GB,Core i7 Family,16,Windows 11 Home,Anti Glare Coating,Integrated,,,4.0,1599.0,$,512.0
dell,Precision 5770,17.0,,512 GB,Core i7 Family,32,Windows 11 Pro,Anti-glare,Dedicated,NVIDIA RTX A3000 12GB GDDR6,,5.0,2475.0,$,512.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
asus,Vivobook S 16 Flip,16.0,Midnight Black,512 GB,Ryzen 5,8,Windows 11 Home,Fingerprint Sensor,Integrated,,,4.1,699.99,$,512.0
samsung,Galaxy Book Pro,15.0,Silver,512 GB,Intel Core i7,16,Windows 10,HD Audio,Integrated,,,4.1,1177.42,$,512.0
hp,Laptop 15-ef0021nr,15.0,Natural Silver,256 GB,Ryzen 3 3200U,8,Windows 10 Home,,Integrated,AMD Radeon Vega 3,,4.4,346.9,$,256.0
asus,ASUS Chromebook CX9,14.0,Star Black,512 GB,Intel Core i7,16,Chrome OS,Stylus,Integrated,,,3.8,1211.99,$,512.0
hp,15-dy2035tg,15.0,Silver,256 GB,Core i3,8,Windows 10 S,"Anti-glare,Fingerprint Reader",Integrated,,,4.3,423.99,$,256.0
msi,Pulse 15 B13VFK-1263US,15.0,Black,1 TB,Core i7,32,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 4060,,3.0,1499.0,$,1024.0
acer,SF514-56T-797T,14.0,Green,1 TB,Core i7,16,Windows 11 Home,,Integrated,Intel Iris Xe Graphics,,3.9,1406.88,$,1024.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
asus,VivoBook S15,15.0,Indie Black,512 GB,Intel Core i5-1135G7,8,Windows 10,Nanoedge Bezel,,Intel Iris Xe Graphics,,4.3,606.15,$,512.0
msi,Katana 15 B13VGK-1007US,15.0,Black,1 TB,Core i9,32,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4070,,5.0,1899.0,$,1024.0
dell,Latitude,15.0,,256 GB,Core i5,16,Windows 11 Pro,Information Not Available,Integrated,,,,1038.43,$,256.0
lenovo,,16.0,,2 TB,Intel Core i5,40,Windows 11,"Backlit Keyboard,Fingerprint Reader",Integrated,Intel Iris Xe Graphics,4.4 GHz,4.7,1799.0,$,2048.0
lenovo,,14.0,,512 GB,Core i7,8,Windows 11 Pro,,Integrated,,1.7 GHz,,922.55,$,512.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
dell,Latitude 5340 Multi-Touch 2-in-1,13.0,,512 GB,Core i7,32,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,5.2 GHz,,1507.9,$,512.0
dell,Inspiron,15.0,,512 GB,Core i5,16,Windows 11 Pro,Anti-glare,Integrated,Intel UHD Graphics,,4.7,649.0,$,512.0
asus,TUF Dash 15 (2021),15.0,Eclipse Grey,512 GB,Core i7,8,Windows 10 Home,,RTX 3050 Ti,NVIDIA GeForce RTX 3050 Ti,,4.5,940.47,$,512.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
asus,Vivobook Pro 16X,16.0,Black,1 TB,Core i9,16,Windows 11 Home,,Dedicated,,5.6 GHz,4.2,1799.99,$,1024.0
apple,,16.0,,2 TB,Apple M2 Max,64,Mac OS,Backlit Keyboard,Integrated,,3.6 GHz,,4079.99,$,2048.0
msi,Modern 15 B7M-223US,15.0,Classic Black,1 TB,Ryzen 7,16,Windows 11 Pro,,Integrated,AMD Radeon Graphics,,5.0,799.0,$,1024.0
hp,ZBook Firefly 14 G9,14.0,,512 GB,Core i7,16,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,,1681.99,$,512.0
msi,Raider GE68HX,16.0,,1 TB,Intel Core i9,32,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4060,,5.0,1743.0,$,1024.0
dell,PMTF1,16.0,,1 TB,Core i9,64,Windows 11 Pro,,Integrated,NVIDIA GeForce RTX 4000,2.2 GHz,,4762.76,$,1024.0
asus,Chromebook Detachable CM3,10.0,Mineral Gray,65 GB,MediaTek MT8183,4,Chrome OS,Stylus,Integrated,,,4.1,349.95,$,65.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
hp,Pavilion,14.0,Blue,256 GB,Core i3,8,Windows 11 S,,Integrated,Intel Iris Xe Graphics,,5.0,428.45,$,256.0
samsung,Wifi,14.0,Silver,32 GB,Celeron,8,Chrome OS,"Waterproof, Ruggedized, Military Grade",Integrated,,,4.1,349.99,$,32.0
asus,Vivobook 15X,15.0,Indie Black,512 GB,Ryzen 5,8,Windows 11 Home,,Integrated,,4.3 GHz,4.8,619.99,$,512.0
dell,Latitude,14.0,,256 GB,Core i5,16,Windows 11 Pro,Anti-glare,Integrated,,3 GHz,3.9,691.53,$,256.0
apple,,13.0,Space Gray,1 TB,,16,macOS 10.12 Sierra,,Integrated,,,,2778.0,$,1024.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
